Instrucciones: El documento se divide para dos discos diferentes (Amarillo y Azul),
los datos deben trabajarse en una hoja de calculos, como las de excel.

Distancia horizontal de referencia [pixeles]: 851
Distancia horizontal de referencia [milimetros]: 180
Distancia vertical de referencia [pixeles]: 480
Distancia vertical de referencia [milimetros]: 322

Yellow Values
Time [seconds];position x[pixel];position y[pixel]
110.64332866668701;502;454
110.75133466720581;510;467
110.84033966064453;568;496
111.04735159873962;583;501
111.14235711097717;630;496
111.2393627166748;649;491
111.35436916351318;688;480
111.44337439537048;715;463
111.54738020896912;734;445
111.63938546180725;744;431
111.7513918876648;754;415
111.85139775276184;761;400
111.94740295410156;767;381
112.03940844535828;770;366
112.15441489219666;771;356
112.24742031097412;771;340
112.34642601013184;772;321
112.44343137741089;766;302
112.55143761634827;759;280
112.65144324302673;749;267
112.74744892120361;738;250
112.84245443344116;723;233
112.95446062088013;702;219
113.04746603965759;679;209
113.14647173881531;656;202
113.24247717857361;636;198
113.35448360443115;616;197
113.44748878479004;598;199
113.5474944114685;583;201
113.64350008964539;568;206
113.75050640106201;554;212
113.84751176834106;539;220
113.94751739501953;529;226
114.04252290725708;526;229
114.15052914619446;523;231
114.24753475189209;520;233
114.34454011917114;510;242
114.44354581832886;490;263
114.55455207824707;475;292
114.64755773544312;467;317
114.74656319618225;463;330
114.84356880187988;463;332
114.95057487487793;462;337
115.04758048057556;462;346
115.14358592033386;462;358
115.24259161949158;462;369
115.36059832572937;464;374
115.44860339164734;462;376
115.54360890388489;463;381
115.64061450958252;466;389
115.75162076950073;468;399
115.84762620925903;470;405
115.94363164901733;474;414
116.04263734817505;476;420
116.15064358711243;479;426
116.25064945220947;479;428
116.34365439414978;484;433
116.44065999984741;489;442
116.5516664981842;493;445
116.6476719379425;491;446
116.7436773777008;492;446
116.8396828174591;494;448
116.9456889629364;495;449
117.04769492149353;494;449
117.14370036125183;495;448
117.23470544815063;495;446
117.34571194648743;495;448
117.44271755218506;494;450
117.54372310638428;494;449
117.63472843170166;493;447
117.75773549079895;494;448
